tarih,istasyon,sicaklik_ort_c,bagil_nem_ort_yuzde,yagis_toplam_mm,basinc_ort_hpa,ruzgar_u_ort_ms,ruzgar_v_ort_ms,ruzgar_hizi_ort_ms,saat_sayisi
2024-06-14,gazipasa,32.100018,42.13592,0.0025892150006256998,981.3352,-0.6447703,-0.8425918,2.2609499,24
2024-06-15,gazipasa,29.263885,49.969975,0.0012785349099431187,976.89655,0.017330805,0.40692964,1.5147184,24
2024-06-16,gazipasa,26.561127,73.015274,0.0017106531231547706,978.32544,-0.43332228,1.158959,1.9347324,24
2024-06-17,gazipasa,25.713715,82.38404,0.2188712387578562,981.438,0.5927913,0.7531853,1.5335563,24
2024-06-18,gazipasa,26.66217,78.33824,0.059221467381576076,982.1059,0.7572017,0.24921799,1.4858627,24
2024-06-19,gazipasa,27.282187,74.79625,0.0,981.05786,0.4446214,0.17074649,1.5312381,24
2024-06-20,gazipasa,27.809723,68.799164,0.0,980.2116,0.7471797,-0.057444256,1.6121368,24
2024-06-21,gazipasa,26.968842,72.63501,6.457895226674282,978.5171,0.72100115,0.3025036,1.3969246,24
2024-06-22,gazipasa,25.503134,85.13488,3.038840601220727,975.6631,0.5629386,0.6496253,1.404572,24
2024-06-23,gazipasa,26.513662,80.13097,3.4924596548080444e-06,975.12115,0.635678,0.23574495,1.4457407,24
2024-06-24,gazipasa,26.277924,78.768425,0.0021398068383859936,977.7041,0.47545752,0.31228945,1.7426907,24
2024-06-25,gazipasa,26.441355,83.257805,0.0008642673492431641,978.2138,1.2032934,-0.088507056,1.6549021,24
2024-06-26,gazipasa,27.932016,77.747505,0.005996227173454827,977.1289,0.48293877,0.016638637,1.6683022,24
2024-06-27,gazipasa,28.077616,73.7849,0.0,977.8295,0.26388994,0.17105801,1.8500814,24
2024-06-28,gazipasa,27.79061,73.6639,0.0017251713870791718,976.1297,0.30708122,0.33750662,1.5755033,24
2024-06-29,gazipasa,26.774984,74.56714,5.962223103779252,973.5479,-0.11244329,1.1880039,1.8179611,24
2024-06-30,gazipasa,27.319174,62.564404,0.3875272232107818,975.54517,0.2445596,-0.06184852,1.5541081,24
2024-07-01,gazipasa,28.243216,54.169464,1.979060471057892e-06,976.1846,-0.23043187,-0.20426647,1.6685172,24
2024-07-02,gazipasa,28.567972,55.086014,0.000852346317969932,975.07025,0.09442011,-0.13318264,1.9869467,24
2024-07-03,gazipasa,27.748728,63.737347,0.030040740966796875,975.4117,0.5489006,0.8563442,1.4702306,24
2024-07-04,gazipasa,25.065481,80.05101,0.18926308257505298,977.9272,0.8342158,1.3989748,2.1209824,24
2024-07-05,gazipasa,24.094849,83.1842,0.8763594669289887,979.26154,1.8778172,0.28765237,2.0268483,24
2024-07-06,gazipasa,28.019613,62.070942,0.09910394146572798,976.9922,0.7564017,-0.10765314,1.2840704,24
2024-07-07,gazipasa,29.459238,55.776882,1.9907020032405853e-05,975.54193,-0.29923484,-0.39397916,1.6859921,24
2024-07-08,gazipasa,29.64736,61.780094,0.07638335227966309,975.1536,-0.31653085,0.028822541,1.9795351,24
2024-07-09,gazipasa,29.637705,67.721344,0.06695985939586535,975.9346,-0.4556395,0.4743152,1.6045817,24
2024-07-10,gazipasa,28.961386,70.75184,1.5629827976226807,977.9116,0.05880038,0.37297484,1.5244818,24
2024-07-11,gazipasa,28.667297,72.78211,0.000852346317969932,980.10254,0.6537879,0.3889084,1.5328445,24
2024-07-12,gazipasa,27.739105,73.59645,0.0008583068620282575,979.36615,1.4390978,-0.425467,1.985264,24
2024-07-13,gazipasa,25.948477,84.95081,2.0427703857421875,977.0501,1.5446892,0.22209208,1.8600453,24
2024-07-14,gazipasa,27.14795,80.882744,1.2295186752453446,975.1242,1.5970396,-0.27865842,1.7887853,24
2024-07-15,gazipasa,28.459555,76.25953,0.51155686378479,974.9489,0.5108077,0.23521344,1.4801059,24
2024-07-16,gazipasa,28.493216,79.25196,0.0017166021279990673,976.79767,0.7396062,0.27097806,1.554924,24
2024-07-17,gazipasa,28.104288,80.50406,0.033468008041381836,978.32697,1.3349171,-0.20226264,1.9864936,24
2024-07-18,gazipasa,29.043772,77.21514,0.000852346317969932,978.11066,1.0135441,-0.1479522,1.9415647,24
2024-07-19,gazipasa,30.294983,70.75106,0.07596016075694934,975.4651,0.31452623,-0.10922432,1.3973206,24
2024-07-20,gazipasa,31.171518,54.77084,0.0008595657732257678,974.28986,-0.53194875,-0.31023395,1.8935663,24
2024-07-21,gazipasa,29.741465,64.9107,0.002580881073299679,976.591,-0.071167625,0.17858231,1.8456947,24
2024-07-22,gazipasa,29.33793,72.69052,0.000852346317969932,977.07477,0.39083734,0.1190538,1.5599908,24
2024-07-23,gazipasa,29.050894,81.83692,0.0060051679611206055,977.05664,0.7069619,0.44659707,1.5613352,24
2024-07-24,gazipasa,28.834341,83.064865,0.030028819310246035,974.3986,0.78895634,0.60389006,1.5905865,24
2024-07-25,gazipasa,27.118704,87.94903,2.965044928714633,972.9296,0.81161433,1.1169049,1.4854641,24
2024-07-26,gazipasa,27.198538,84.971596,4.159778356552124,973.43726,2.0948937,0.2159148,2.2692034,24
2024-07-27,gazipasa,28.970337,67.15654,0.10642409324645996,977.9959,0.11066755,0.045790832,1.6330138,24
2024-07-28,gazipasa,29.27123,55.86816,0.0008583068620282575,981.09766,-0.069801964,-0.4216576,1.9307861,24
2024-07-29,gazipasa,29.908783,56.494816,0.0021427867977763526,977.6114,0.022526423,-0.23108251,2.1136196,24
2024-07-30,gazipasa,28.637787,71.46253,0.0008523463748133508,974.16425,0.6653366,0.21423621,1.630929,24
2024-07-31,gazipasa,29.3939,63.64815,0.001716613724056515,976.3042,-0.011062622,0.3845291,1.688446,24
2024-08-01,gazipasa,29.258331,63.949127,0.0021312280296115205,977.8504,0.34692255,0.19539006,1.7913985,24
2024-08-02,gazipasa,29.04304,64.82952,0.000852346317969932,977.27075,1.3695627,-0.20540047,1.8880568,24
2024-08-03,gazipasa,27.090921,80.639694,0.006873959137010388,976.3267,1.5552737,0.26423082,1.7903987,24
2024-08-04,gazipasa,27.916758,77.02144,0.0,977.2431,1.0758559,0.2716255,1.6237448,24
2024-08-05,gazipasa,28.030191,74.61388,0.0,977.2217,1.7558695,-0.49025813,2.1701653,24
2024-08-06,gazipasa,27.18164,76.43058,0.0,977.1209,1.5171121,-0.09086736,1.9016923,24
2024-08-07,gazipasa,27.696167,79.56421,0.018894672393798828,977.4394,0.6433684,0.50334996,1.3127736,24
2024-08-08,gazipasa,27.81424,82.97761,0.04419684410095215,978.9621,0.54160625,0.6854727,1.32485,24
2024-08-09,gazipasa,27.42161,79.656685,0.0008642673492431641,979.771,1.1101488,0.29794994,1.476522,24
2024-08-10,gazipasa,26.683676,83.45022,0.13045966625213623,980.19165,1.5518513,0.2407556,1.8139237,24
2024-08-11,gazipasa,28.71047,76.67082,0.14162957086227834,979.00226,1.212688,-0.05330038,1.5764977,24
2024-08-12,gazipasa,29.992636,57.330307,0.00514984139954322,977.80536,0.032598495,-0.109311976,1.6231102,24
2024-08-13,gazipasa,30.200827,55.355312,0.0,978.62994,-0.06131045,0.26002717,1.8335482,24
2024-08-14,gazipasa,28.863993,67.99149,0.0,979.5623,0.381876,0.19368835,1.611554,24
2024-08-15,gazipasa,28.484253,74.33112,1.3303756713867188,979.11743,0.34789085,0.61638486,1.6628188,24
2024-08-16,gazipasa,29.839457,57.577106,0.0669449582346715,976.6484,0.17205429,-0.35491168,1.3215127,24
2024-08-17,gazipasa,30.10798,49.233887,0.0,975.1879,-0.82981235,-0.34449005,2.4297173,24
2024-08-18,gazipasa,28.876352,56.6909,0.0008583068620282575,977.4482,0.07238261,0.18008678,1.5332708,24
2024-08-19,gazipasa,28.26652,64.66927,0.0,980.1037,0.77868587,-0.11218802,1.5433263,24
2024-08-20,gazipasa,27.123932,75.26431,0.0008546918479623855,980.37726,1.0747778,-0.12616901,1.5956646,24
2024-08-21,gazipasa,27.739084,76.66297,6.347136149997823e-07,977.73224,0.81934375,0.5582363,1.5186452,24
2024-08-22,gazipasa,25.82022,81.49888,0.20900632080156356,977.5085,0.7260869,1.504149,1.9671048,24
2024-08-23,gazipasa,25.947348,83.75207,1.4372335135703906,980.19525,1.2941386,0.6089429,1.685239,24
2024-08-24,gazipasa,27.836996,76.21399,3.403604030609131,979.77386,1.559194,-0.24498765,1.6948904,24
2024-08-25,gazipasa,28.15095,73.559456,0.1793831615941599,978.0644,0.24171574,0.19689699,1.5027305,24
2024-08-26,gazipasa,27.982971,74.50678,0.0008642673492431641,979.57275,0.4238669,0.53357834,1.3487573,24
2024-08-27,gazipasa,26.897278,79.89968,2.4517476558685303,981.14105,0.62354594,0.62679607,1.413072,24
2024-08-28,gazipasa,26.101797,83.3966,2.4822293780744076,982.5317,1.7046623,-0.031789463,1.8772331,24
2024-08-29,gazipasa,25.954163,87.31335,2.1616399753838778,981.54803,1.4042168,0.20221965,1.6292385,24
2024-08-30,gazipasa,26.661856,82.117805,0.11329352855682373,980.4507,1.2758871,-0.008197784,1.5845851,24
2024-08-31,gazipasa,26.517294,82.15583,2.6332915294915438,979.9961,0.50857925,0.48675928,1.2503357,24
2024-09-01,gazipasa,25.796011,78.47939,0.8312642457894981,979.9477,0.68734616,0.92718506,1.53851,24
2024-09-02,gazipasa,24.30961,78.09135,1.229101442731917,983.89575,0.7442716,0.87067986,1.3444773,24
2024-09-03,gazipasa,24.796173,82.702354,3.0405400320887566,984.22833,1.2222042,-0.08227829,1.4315132,24
2024-09-04,gazipasa,26.2488,81.97947,0.1768201618688181,981.44574,1.1845117,-0.0793244,1.4576765,24
2024-09-05,gazipasa,27.047953,79.36339,0.8540153503417969,979.9302,0.6186094,0.08844527,1.3173963,24
2024-09-06,gazipasa,27.361532,75.649635,1.0248124599456787,980.29144,0.19605191,0.087125145,1.2799056,24
2024-09-07,gazipasa,27.628988,74.30779,0.0,981.0645,0.14478974,0.11939812,1.4046546,24
2024-09-08,gazipasa,27.113321,72.72319,0.0017098388411795895,980.3518,-0.5496128,1.032427,1.7503854,24
2024-09-09,gazipasa,25.60674,78.75332,0.3407418272445284,981.3103,-0.4694786,1.1080738,1.6524013,24
2024-09-10,gazipasa,24.604675,82.94473,0.2377601049374789,981.1381,0.24046464,1.1621432,1.6295209,24
2024-09-11,gazipasa,25.145681,72.37061,0.012028216588078067,982.36993,0.813893,-0.27117482,1.3248955,24
2024-09-12,gazipasa,26.096832,64.22468,0.000870227722771233,983.6597,1.6492672,-0.78095245,2.1595187,24
2024-09-13,gazipasa,24.869059,80.35752,0.03305325299152173,981.87964,1.6362661,-0.22201331,1.921048,24
2024-09-14,gazipasa,25.31185,81.438286,0.07553150862804614,979.57526,0.681626,0.3062003,1.3627505,24
2024-09-15,gazipasa,24.592093,81.25035,0.4536135820671916,977.93243,0.67991954,1.3026577,2.1724567,24
2024-09-16,gazipasa,23.125357,77.116,0.806795374955982,978.63446,1.2652258,0.70977014,2.122553,24
2024-09-17,gazipasa,23.025421,76.78539,0.40984153747558594,983.15186,1.3381844,0.7181468,1.8687788,24
2024-09-18,gazipasa,23.678375,80.084526,0.26091336621902883,984.70184,1.2766476,0.3441213,1.5343422,24
2024-09-19,gazipasa,23.875101,80.74252,1.511904876679182,981.9156,0.95675343,0.37283877,1.4281459,24
2024-09-20,gazipasa,23.827646,79.964195,2.945721265859902,982.18756,-0.091314316,1.255145,1.488269,24
2024-09-21,gazipasa,23.435556,79.667984,5.277299787849188,982.0467,-0.16095416,0.54515296,1.067923,24
2024-09-22,gazipasa,22.051828,80.40023,2.98519735224545,982.1607,0.08246422,0.33943102,1.1845611,24
2024-09-23,gazipasa,22.895264,70.87798,0.16436577425338328,983.709,0.053157806,0.37927166,1.3009983,24
2024-09-24,gazipasa,23.260183,72.297935,0.0008435492873104522,986.6159,0.22004955,0.13831103,1.3075125,24
2024-09-25,gazipasa,23.295227,75.50594,3.259913228248479e-06,986.4636,0.9940446,-0.30678383,1.6032356,24
2024-09-26,gazipasa,24.339975,70.47104,0.0,984.62897,0.18437068,-0.19739537,1.5570631,24
2024-09-27,gazipasa,24.768637,71.82458,0.0004351138045421976,983.1856,-0.26267305,-0.13256264,1.5409757,24
2024-09-28,gazipasa,24.779062,74.02007,0.0008583068051848386,982.3632,-0.28241667,-0.22131729,1.7674541,24
2024-09-29,gazipasa,24.578196,79.912445,0.000852346317969932,980.8596,0.06906637,0.37745452,1.3272673,24
2024-09-30,gazipasa,22.572947,82.9439,2.1496408147072543,979.41547,-0.5981471,1.848731,2.0972269,24
2024-10-01,gazipasa,21.965586,67.07815,0.10985136032104492,977.80206,1.197373,-0.046055555,2.282688,24
2024-10-02,gazipasa,21.91163,63.79625,0.000852346317969932,981.8821,-0.49092737,0.35995165,1.9958366,24
2024-10-03,gazipasa,22.446585,73.23852,0.0012874597814516164,986.9275,0.5923659,0.107917786,1.4955662,24
2024-10-04,gazipasa,22.333078,78.461716,0.0013077157632324088,987.133,1.4833221,-0.52235097,1.8296833,24
2024-10-05,gazipasa,22.980469,77.62972,0.0004357596594672941,985.14215,0.49528047,-0.29727307,1.4970218,24
2024-10-06,gazipasa,22.980276,78.61208,0.025326013201265596,984.0982,-0.044951517,-0.01540037,1.4924444,24
2024-10-07,gazipasa,23.212046,69.13135,0.0,985.804,0.44987795,-0.72607327,1.6431204,24
2024-10-08,gazipasa,23.775452,74.02244,0.006020069122314453,987.965,0.7827549,-0.059384584,1.4106355,24
2024-10-09,gazipasa,22.356985,81.523445,0.039899348848848604,987.3215,0.5889549,0.14211889,1.398538,24
2024-10-10,gazipasa,21.678549,83.409004,0.0025883571197482524,984.60596,0.7566102,0.10689608,1.3018234,24
2024-10-11,gazipasa,21.925283,83.07841,0.0042965104967152,983.58887,1.0442924,0.27502728,1.3686633,24
2024-10-12,gazipasa,22.546164,85.514,0.04118680953979492,984.76074,0.8296649,0.119496025,1.2724813,24
2024-10-13,gazipasa,21.735342,85.650444,0.046785113227088004,984.9953,1.107287,-0.10537819,1.6327993,24
2024-10-14,gazipasa,21.867971,88.17565,1.0200947290286422,984.08356,0.63091916,0.594111,1.314181,24
2024-10-15,gazipasa,22.595694,82.81778,1.6505420207977295,985.1789,-0.04852867,0.2250439,1.146406,24
2024-10-16,gazipasa,22.644663,84.8175,1.519197248853743,985.9838,0.4702765,0.18807292,1.3260809,24
2024-10-17,gazipasa,22.839182,60.882675,0.30985777266323566,984.0317,0.09804281,-0.90711135,1.6921924,24
2024-10-18,gazipasa,19.289652,46.08753,0.08324383816216141,985.99396,-1.038798,-0.94751304,2.5730631,24
2024-10-19,gazipasa,18.334646,60.28953,0.045065888116369024,989.0757,-0.4841156,0.5888913,1.7150698,24
2024-10-20,gazipasa,17.786947,63.42973,0.016735048120608553,992.7446,0.034591675,0.0910422,1.9168868,24
2024-10-21,gazipasa,18.285696,49.578278,0.14076723891776055,993.4568,-0.77784604,-0.31344023,1.8860817,24
2024-10-22,gazipasa,18.225412,44.94788,0.03388822096894728,993.1357,-1.4129454,-1.1563419,1.9634348,24
2024-10-23,gazipasa,17.927023,54.13898,0.19010304731637007,994.37524,-0.67860156,-0.12048534,1.7651119,24
2024-10-24,gazipasa,18.408243,55.855183,0.0,993.68854,-0.109734856,-0.309702,1.6830908,24
2024-10-25,gazipasa,19.222076,52.904266,0.0017106531799981894,991.5056,-0.74311954,-0.04246354,1.7631397,24
2024-10-26,gazipasa,19.800955,51.377094,0.0008701620686224487,991.083,-0.765234,-0.2748159,1.8558736,24
2024-10-27,gazipasa,19.84848,50.146564,0.0,993.07697,-0.6364002,-0.08756193,1.8548856,24
2024-10-28,gazipasa,18.784546,63.357548,0.0,990.958,-0.29186502,0.084864296,1.4734348,24
2024-10-29,gazipasa,19.258972,58.022446,0.0,987.5595,-0.3676618,-0.104832016,1.6863074,24
2024-10-30,gazipasa,19.636047,48.875973,0.0,985.5506,-0.7148404,-0.33155122,1.7778221,24
2024-10-31,gazipasa,19.749228,46.91055,0.0,986.2849,-0.8499343,-0.3347384,2.1270344,24
2024-11-01,gazipasa,20.196402,50.982456,0.000852346317969932,988.1551,-0.6148618,-1.1376137,2.184471,24
2024-11-02,gazipasa,20.359945,54.978786,0.0008612870487922919,988.1613,-0.36533037,-0.835921,2.1421385,24
2024-11-03,gazipasa,19.527893,65.411385,0.006846015821793117,987.14886,-0.13673528,-0.17667389,1.5833949,24
2024-11-04,gazipasa,18.6746,59.732956,0.04679820358433062,987.70746,-1.0981979,0.2845744,1.801736,24
2024-11-05,gazipasa,17.743582,68.332115,0.09270310692954808,990.1021,-0.789011,0.5007289,1.7079066,24
2024-11-06,gazipasa,17.80423,47.563915,0.0008619792879471788,993.5911,-0.63778275,0.012770374,1.6986412,24
2024-11-07,gazipasa,17.77773,48.134533,0.0017115757486863004,995.16864,-0.64181453,-0.47407913,1.9021782,24
2024-11-08,gazipasa,18.168692,46.597347,0.0008523463748133508,993.2329,-0.7639637,-0.65458083,2.0979087,24
2024-11-09,gazipasa,18.052979,45.851166,0.0,989.8596,-1.3575878,-0.27244648,2.2648466,24
2024-11-10,gazipasa,17.389975,68.230545,8.257764391601086,986.8687,-1.3644594,-0.19793677,1.7858572,24
2024-11-11,gazipasa,17.314932,73.568565,0.03605485107982531,989.6136,0.23140228,-0.11855662,1.6255125,24
2024-11-12,gazipasa,17.137014,77.58627,0.005155801773071289,991.8706,0.22734253,-0.16001947,1.3334471,24
2024-11-13,gazipasa,17.313395,72.38773,0.000852346317969932,992.4196,0.8852374,-0.75742656,1.7106705,24
2024-11-14,gazipasa,16.964334,75.85926,0.001293420325509942,990.17017,-0.5493863,0.08776156,1.61949,24
2024-11-15,gazipasa,16.524414,80.543304,0.34632085589691997,987.67694,-0.8537161,0.6894639,1.6121658,24
2024-11-16,gazipasa,15.845601,84.913506,2.108442597091198,987.5743,-0.4352856,0.52133304,1.3466944,24
2024-11-17,gazipasa,15.408569,89.15969,22.359341382980347,984.7666,-1.3172048,1.9744864,2.4336627,24
2024-11-18,gazipasa,14.548676,83.862,1.859086740296334,983.15063,0.26650938,0.6221987,1.5074573,24
2024-11-19,gazipasa,15.36203,78.006355,1.0158016812056303,986.99414,-0.39943913,0.5187209,1.0879229,24
2024-11-20,gazipasa,14.922292,81.03275,1.2321099638938904,988.67694,-0.8083978,0.829084,1.4943032,24
2024-11-21,gazipasa,14.792867,84.027435,6.8342722952365875,988.7399,-1.6084746,0.93080014,2.0132682,24
2024-11-22,gazipasa,17.036673,85.25042,15.100205317139626,990.89264,-2.724083,0.45823097,2.7996948,24
2024-11-23,gazipasa,17.093515,84.043816,10.424137115478516,990.3559,-1.9394048,1.0205132,2.4310606,24
2024-11-24,gazipasa,10.8502,57.30504,12.660473585128784,985.79816,-0.022565842,-2.9990418,4.085651,24
2024-11-25,gazipasa,6.882843,45.61916,0.008785724276094697,989.7088,-0.5318432,-2.0962315,2.310867,24
2024-11-26,gazipasa,8.599823,55.936634,0.0,990.4001,-0.02331225,-0.70053416,2.0951078,24
2024-11-27,gazipasa,10.390025,65.484825,0.0030100345611572266,992.3826,-0.75445384,0.29540253,1.6285366,24
2024-11-28,gazipasa,12.04897,69.38256,0.062217703089118004,994.9905,-0.4855461,0.5114917,1.2815124,24
2024-11-29,gazipasa,11.729584,75.68461,0.09613930888008326,994.5566,-0.6258723,0.40405282,1.4162782,24
2024-11-30,gazipasa,11.84846,81.47913,0.00858306884765625,995.58636,-0.46906915,0.5139122,1.4165565,24
2024-12-01,gazipasa,12.541107,84.16213,0.32357574673369527,993.6578,-0.2179114,0.18477051,1.3650951,24
2024-12-02,gazipasa,13.280345,85.6933,3.8280516455415636,990.22186,-0.65606624,0.59929305,1.4069313,24
2024-12-03,gazipasa,14.000072,75.812584,2.8886375948786736,987.1536,-3.637334,1.2874964,3.9342747,24
2024-12-04,gazipasa,13.761444,72.167015,0.8926629961933941,988.2219,-3.017573,0.5227723,3.2419765,24
2024-12-05,gazipasa,13.637695,76.66419,0.1862595381680876,992.3382,-1.2650999,0.18815677,1.6141815,24
2024-12-06,gazipasa,13.325978,74.42804,0.0017166130419354886,993.3127,-1.1955618,-0.21382777,1.5813537,24
2024-12-07,gazipasa,15.067241,62.44578,0.10257957910653204,990.34204,-3.1402924,0.49134064,3.4634078,24
2024-12-08,gazipasa,13.828481,80.486176,8.139312049024738,990.9257,-1.883351,1.0660362,2.3650758,24
2024-12-09,gazipasa,13.602223,83.25855,0.09184645023196936,995.61176,-1.3051957,0.61210597,1.7875382,24
2024-12-10,gazipasa,13.903564,82.66309,0.002580881073299679,995.99146,-0.8799753,0.34765616,1.4455886,24
2024-12-11,gazipasa,14.78067,77.73898,0.004291534423828125,993.2766,0.8540471,-0.6894393,1.4846171,24
2024-12-12,gazipasa,13.357045,74.976494,0.003421118890400976,989.283,0.6887117,-1.2391478,2.00196,24
2024-12-13,gazipasa,12.38445,57.314148,0.19873872861353448,991.4336,-1.7083734,-1.1261038,2.1484253,24
2024-12-14,gazipasa,11.29363,57.632526,0.009006261734612053,997.3586,-1.4775175,-0.2008928,2.5017943,24
2024-12-15,gazipasa,11.59431,77.46557,0.20813941955566406,998.17035,-1.4885769,1.0436722,2.0310001,24
2024-12-16,gazipasa,12.475911,86.78646,34.67946499586105,994.19855,-1.6356621,1.4345728,2.481264,24
2024-12-17,gazipasa,11.759949,75.7725,0.15879709098953754,996.7447,-0.3359923,-0.09229851,1.1872147,24
2024-12-18,gazipasa,12.318522,74.63813,0.023611768483533524,994.80273,0.15207978,-0.095272064,0.972053,24
2024-12-19,gazipasa,11.812541,83.707985,0.20597871571226278,990.20734,-0.504118,0.1291819,1.3183948,24
2024-12-20,gazipasa,13.469971,72.19569,0.022292137145996094,987.45416,0.20722492,-0.32267925,1.0921932,24
2024-12-21,gazipasa,12.34668,88.12229,29.869943857192993,989.46564,-1.4276816,1.3865108,2.6082246,24
2024-12-22,gazipasa,13.4678545,77.828224,5.288892658427358,987.831,1.0953947,0.2510287,1.2923535,24
2024-12-23,gazipasa,11.994232,84.04122,3.1500011682510376,984.6363,-1.2693266,0.93875694,1.6672482,24
2024-12-24,gazipasa,13.287598,83.649994,11.415457352995872,985.2019,-2.995718,2.1497834,3.7737448,24
2024-12-25,gazipasa,13.00058,84.31292,35.199605859816074,985.3948,-3.445945,2.4739654,4.377915,24
2024-12-26,gazipasa,12.141418,79.40948,3.991547040641308,986.35724,-2.7404804,1.2892799,3.1096113,24
2024-12-27,gazipasa,11.57838,77.329285,2.2243037819862366,984.2597,-1.2846986,-0.15610261,1.8604401,24
2024-12-28,gazipasa,10.296367,84.76409,3.5332143306732178,986.9412,-1.4428105,0.612394,2.0935998,24
2024-12-29,gazipasa,9.942393,87.47363,8.154341951012611,990.0703,-1.3210567,1.3076483,1.96631,24
2024-12-30,gazipasa,9.535431,83.10056,7.3942989110946655,989.20746,-0.87341005,0.3911521,1.3507155,24
2024-12-31,gazipasa,11.356201,65.363106,0.5742250941693783,994.5837,-0.60704166,-0.608719,0.92848927,24
2025-01-01,gazipasa,10.84023,66.13553,0.0171661376953125,1000.0906,-1.3899006,-0.69825053,1.6619029,24
2025-01-02,gazipasa,10.307384,80.42956,0.0021457672119140625,1000.46094,-0.95033216,-0.025374254,1.6738266,24
2025-01-03,gazipasa,10.167023,76.01351,0.01071691502829708,997.3665,-0.5563176,-0.15958099,1.3695021,24
2025-01-04,gazipasa,10.467305,83.69427,1.056581735610962,993.4959,-0.8993805,0.30793652,1.4771096,24
2025-01-05,gazipasa,12.577016,82.87049,1.058727502822876,989.0354,0.017557383,-0.09256399,1.0892888,24
2025-01-06,gazipasa,12.564076,79.982704,0.9364169090986252,992.03326,-0.80961066,0.9593396,1.4756292,24
2025-01-07,gazipasa,12.11615,80.03303,0.11158938286826015,997.3884,-0.35785103,0.2493604,1.1254643,24
2025-01-08,gazipasa,11.816081,84.55091,0.0695123708283063,996.91235,-0.5102107,0.37220386,1.2454833,24
2025-01-09,gazipasa,12.527913,83.04589,0.021457672119140625,993.076,-0.32481262,0.2737709,1.0965432,24
2025-01-10,gazipasa,12.667623,75.291336,0.0793983053881675,988.74023,-0.17554784,-0.5194683,1.4518694,24
2025-01-11,gazipasa,12.531708,67.29229,0.06737112988730587,989.65875,-0.44378424,-0.30993333,1.4664855,24
2025-01-12,gazipasa,13.734212,75.96388,1.1256635189056396,992.45966,-1.0760523,0.8087864,1.6691321,24
2025-01-13,gazipasa,13.699962,86.04749,1.8724023830145597,994.7614,-1.2846489,0.93073606,1.807223,24
2025-01-14,gazipasa,13.79716,81.67097,0.34418700670357794,993.3825,-1.2127107,0.20682482,1.5768489,24
2025-01-15,gazipasa,12.982646,78.198586,0.9986279619624838,991.09906,-0.57858914,-0.26745734,1.7289194,24
2025-01-16,gazipasa,12.29007,76.416695,0.0008761417120695114,994.7087,0.6068471,-0.9767068,1.6584128,24
2025-01-17,gazipasa,12.930858,60.346073,0.018456577890901826,997.4822,-1.1762129,-0.67024946,1.5564513,24
2025-01-18,gazipasa,12.044536,58.44464,0.015440582956216531,994.1796,-0.51190186,-0.78452975,1.8047733,24
2025-01-19,gazipasa,11.943645,69.28521,0.0021536995973292505,991.5759,-0.79012805,-0.33516076,2.1120453,24
2025-01-20,gazipasa,12.036183,74.01066,0.0008612871624791296,990.7171,-1.3704609,0.17905712,2.363375,24
2025-01-21,gazipasa,11.892833,70.40141,0.12187658285256475,994.646,-1.101656,0.34289888,1.590397,24
2025-01-22,gazipasa,11.358296,81.33816,8.461179924779572,992.0913,-2.5512428,0.20821552,2.5789595,24
2025-01-23,gazipasa,10.988312,81.22771,1.1423964169807732,992.2375,-1.543066,0.8979742,1.8923548,24
2025-01-24,gazipasa,10.407959,85.294395,1.9603900727815926,993.69635,-0.8223362,0.49603447,1.3087355,24
2025-01-25,gazipasa,10.979329,79.80648,0.2583271125331521,992.9128,-1.9620814,0.7066903,2.3025892,24
2025-01-26,gazipasa,13.087626,66.83779,0.005146860530658159,993.1675,-0.8101762,0.08502865,1.8590733,24
2025-01-27,gazipasa,11.5494795,75.418106,0.08453727059531957,993.321,-0.5448964,0.015322368,1.4663515,24
2025-01-28,gazipasa,12.367584,71.86751,0.047194957005558535,994.3023,-0.6250789,0.3134505,1.2354199,24
2025-01-29,gazipasa,11.81665,70.89142,0.0008644283866487967,996.46387,-0.18881314,-0.12574704,1.237264,24
2025-01-30,gazipasa,11.154765,77.03204,0.10557771020103246,997.096,-0.43245366,0.16469955,1.3178858,24
2025-01-31,gazipasa,12.061249,74.55863,0.07508993076044135,993.9274,0.60782284,-0.6648776,1.6233422,24
2025-02-01,gazipasa,12.0225525,76.610306,0.0008583068620282575,994.28827,-0.44725505,-0.319582,1.6164039,24
2025-02-02,gazipasa,11.528737,76.632454,0.0025925666022885707,994.2708,0.01845932,-0.40442085,1.5964432,24
2025-02-03,gazipasa,12.297394,73.43155,0.0017106528389376763,990.561,1.0223783,-0.76523334,1.6106716,24
2025-02-04,gazipasa,12.364726,77.60727,2.9431492087610422,987.6276,-0.017781576,0.43812117,1.364882,24
2025-02-05,gazipasa,9.65744,67.47784,7.918628863990307,981.4116,-1.5472778,-0.54292303,2.0042763,24
2025-02-06,gazipasa,6.061605,39.999546,0.04687309228756931,982.8382,-1.6186444,-3.2525775,3.6932313,24
2025-02-07,gazipasa,6.2204995,41.357864,0.00889897364686476,990.2146,-1.7256565,-2.3783634,3.0511134,24
2025-02-08,gazipasa,8.284169,53.02657,0.019744038581848145,992.1983,-0.9631881,-0.7452545,1.5129256,24
2025-02-09,gazipasa,9.225606,57.933304,0.24150311946868896,989.8135,-1.300296,-0.07829348,1.8685479,24
2025-02-10,gazipasa,8.545482,64.20087,0.8484512800350785,989.47876,-0.39048842,0.17977448,1.4628286,24
