gun,gecerli_saat,pm10_gunluk,gecerli_gun
2024-03-01,24,13.796666666666667,True
2024-03-02,24,14.441249999999998,True
2024-03-03,24,13.53625,True
2024-03-04,24,12.7525,True
2024-03-05,24,14.116666666666667,True
2024-03-06,24,11.040416666666665,True
2024-03-07,24,10.158333333333333,True
2024-03-08,24,12.85,True
2024-03-09,24,10.39,True
2024-03-10,24,7.2316666666666665,True
2024-03-11,24,10.427083333333334,True
2024-03-12,24,10.580416666666666,True
2024-03-13,24,13.697083333333333,True
2024-03-14,24,13.324166666666668,True
2024-03-15,24,8.049583333333333,True
2024-03-16,24,9.09125,True
2024-03-17,24,9.481666666666667,True
2024-03-18,24,11.44625,True
2024-03-19,24,11.376249999999999,True
2024-03-20,24,16.8,True
2024-03-21,24,9.918333333333333,True
2024-03-22,24,9.1525,True
2024-03-23,24,8.660416666666666,True
2024-03-24,24,9.837916666666667,True
2024-03-25,24,12.843333333333334,True
2024-03-26,24,17.107916666666664,True
2024-03-27,24,13.63125,True
2024-03-28,24,16.410416666666666,True
2024-03-29,24,19.652083333333334,True
2024-03-30,24,18.395416666666666,True
2024-03-31,24,18.706666666666667,True
2024-04-01,24,20.98125,True
2024-04-02,24,20.771666666666665,True
2024-04-03,24,18.82875,True
2024-04-04,24,22.13,True
2024-04-05,24,20.08375,True
2024-04-06,24,13.004583333333334,True
2024-04-07,24,8.907916666666667,True
2024-04-08,24,10.149166666666668,True
2024-04-09,24,8.569583333333332,True
2024-04-10,24,11.260833333333332,True
2024-04-11,24,8.795,True
2024-04-12,24,10.785833333333334,True
2024-04-13,24,13.892916666666666,True
2024-04-14,24,14.402083333333332,True
2024-04-15,24,14.094583333333333,True
2024-04-16,24,12.414166666666667,True
2024-04-17,24,12.297083333333333,True
2024-04-18,24,53.5975,True
2024-04-19,24,18.808333333333334,True
2024-04-20,24,15.024166666666666,True
2024-04-21,24,10.489583333333334,True
2024-04-22,24,10.850833333333334,True
2024-04-23,24,14.7325,True
2024-04-24,24,23.027083333333334,True
2024-04-25,24,35.96958333333333,True
2024-04-26,24,32.81583333333333,True
2024-04-27,24,22.942083333333333,True
2024-04-28,24,15.97,True
2024-04-29,24,14.144166666666665,True
2024-04-30,24,18.330833333333334,True
2024-05-01,24,18.754583333333333,True
2024-05-02,24,17.01125,True
2024-05-03,24,14.754583333333334,True
2024-05-04,24,13.408333333333333,True
2024-05-05,24,10.529583333333333,True
2024-05-06,24,7.939166666666666,True
2024-05-07,24,7.96,True
2024-05-08,24,9.233333333333333,True
2024-05-09,24,10.272499999999999,True
2024-05-10,24,13.216666666666667,True
2024-05-11,24,17.330416666666668,True
2024-05-12,24,10.70875,True
2024-05-13,24,9.050416666666667,True
2024-05-14,24,7.144583333333333,True
2024-05-15,24,7.380833333333334,True
2024-05-16,24,10.993333333333334,True
2024-05-17,24,9.325000000000001,True
2024-05-18,24,11.608333333333334,True
2024-05-19,24,12.619166666666667,True
2024-05-20,24,15.318333333333333,True
2024-05-21,24,17.203333333333333,True
2024-05-22,24,21.442916666666665,True
2024-05-23,24,20.199166666666667,True
2024-05-24,24,15.565,True
2024-05-25,24,11.292499999999999,True
2024-05-26,24,12.149583333333334,True
2024-05-27,24,12.175833333333335,True
2024-05-28,24,10.761249999999999,True
2024-05-29,24,13.1875,True
2024-05-30,24,12.388333333333334,True
2024-05-31,24,11.047083333333333,True
2024-06-01,24,10.578333333333333,True
2024-06-02,24,15.158333333333333,True
2024-06-05,18,16.645555555555557,True
2024-06-09,18,20.295555555555556,True
2024-06-12,24,18.16541666666667,True
2024-06-13,24,16.673750000000002,True
2024-06-14,24,22.323333333333334,True
2024-06-15,24,25.772499999999997,True
2024-06-16,24,20.864166666666666,True
2024-06-17,24,16.2025,True
2024-06-18,24,17.15041666666667,True
2024-06-19,24,14.444166666666668,True
2024-06-20,24,12.299583333333333,True
2024-06-21,24,12.917916666666668,True
2024-06-22,24,12.279583333333333,True
2024-06-23,24,12.399166666666666,True
2024-06-24,24,13.489583333333334,True
2024-06-25,24,12.558749999999998,True
2024-06-26,24,17.10375,True
2024-06-28,23,14.55608695652174,True
2024-06-29,24,16.157083333333333,True
2024-06-30,24,14.560833333333333,True
2024-07-01,24,11.534583333333332,True
2024-07-02,24,11.417499999999999,True
2024-07-03,24,11.5875,True
2024-07-04,24,14.652083333333332,True
2024-07-05,24,14.607083333333334,True
2024-07-06,24,12.781666666666666,True
2024-07-07,24,11.687916666666666,True
2024-07-08,24,14.38875,True
2024-07-11,24,25.415000000000003,True
2024-07-12,24,25.0575,True
2024-07-13,24,24.395416666666666,True
2024-07-14,24,26.699583333333333,True
2024-07-17,24,26.275833333333335,True
2024-07-18,24,33.37833333333334,True
2024-07-19,24,33.24583333333333,True
2024-07-20,24,31.324583333333333,True
2024-07-21,24,33.29333333333333,True
2024-07-22,24,32.51625,True
2024-07-23,24,36.37083333333333,True
2024-07-24,24,36.31916666666667,True
2024-07-25,24,36.232083333333335,True
2024-07-26,24,31.243750000000002,True
2024-07-31,24,26.091250000000002,True
2024-08-01,23,26.761739130434783,True
2024-08-02,24,28.705416666666665,True
2024-08-03,23,34.29826086956522,True
2024-08-04,24,32.233333333333334,True
2024-08-05,24,29.065833333333334,True
2024-08-06,24,23.0675,True
2024-08-07,24,25.769166666666667,True
2024-08-08,24,30.92833333333333,True
2024-08-09,24,31.134583333333335,True
2024-08-10,24,28.61708333333333,True
2024-08-11,24,32.515,True
2024-08-12,24,31.116249999999997,True
2024-08-13,24,23.938333333333333,True
2024-08-14,24,23.839166666666667,True
2024-08-15,24,27.5325,True
2024-08-16,24,26.85875,True
2024-08-17,24,22.095416666666665,True
2024-08-18,24,23.152916666666666,True
2024-08-19,24,23.44458333333333,True
2024-08-20,24,24.643333333333334,True
2024-08-21,24,26.54041666666667,True
2024-08-22,23,32.423478260869565,True
2024-08-23,24,28.4275,True
2024-08-24,24,23.834999999999997,True
2024-08-25,24,32.350833333333334,True
2024-08-26,24,31.037499999999998,True
2024-08-27,24,26.583333333333332,True
2024-08-28,24,29.375416666666666,True
2024-08-29,24,30.237083333333334,True
2024-08-30,24,29.49625,True
2024-08-31,24,32.48416666666667,True
2024-09-01,24,30.332083333333333,True
2024-09-02,24,25.625,True
2024-09-03,24,26.984583333333333,True
2024-09-04,24,27.259583333333335,True
2024-09-05,24,25.62125,True
2024-09-06,24,22.527083333333334,True
2024-09-07,24,18.46,True
2024-09-08,24,17.77125,True
2024-09-09,24,17.554166666666667,True
2024-09-10,24,18.18916666666667,True
2024-09-11,24,14.19,True
2024-09-12,23,17.891739130434782,True
2024-09-13,23,16.24086956521739,True
2024-09-14,24,14.161666666666667,True
2024-09-15,23,16.23478260869565,True
2024-09-16,24,12.209583333333333,True
2024-09-17,24,10.0925,True
2024-09-18,24,11.397083333333333,True
2024-09-19,24,15.890416666666667,True
2024-09-20,24,17.217083333333335,True
2024-09-21,24,17.254166666666666,True
2024-09-22,23,8.493913043478262,True
2024-09-23,24,10.745,True
2024-09-24,23,13.45304347826087,True
2024-09-25,24,15.130416666666667,True
2024-09-26,24,16.374166666666667,True
2024-09-27,24,20.974166666666665,True
2024-09-28,24,20.990416666666665,True
2024-09-29,24,20.75125,True
2024-09-30,24,21.8725,True
2024-10-01,24,12.560833333333333,True
2024-10-02,24,10.644583333333333,True
2024-10-03,24,15.460416666666667,True
2024-10-04,24,14.144166666666665,True
2024-10-05,24,17.238333333333333,True
2024-10-06,24,18.18,True
2024-10-07,24,23.06375,True
2024-10-08,24,21.430000000000003,True
2024-10-09,24,20.53875,True
2024-10-10,24,36.51708333333333,True
2024-10-11,24,13.497916666666667,True
2024-10-12,24,15.514583333333334,True
2024-10-13,24,18.989166666666666,True
2024-10-14,23,21.865652173913045,True
2024-10-15,24,21.993333333333336,True
2024-10-16,24,26.523750000000003,True
2024-10-17,24,23.976249999999997,True
2024-10-18,23,17.993478260869566,True
2024-10-19,24,13.331666666666665,True
2024-10-20,24,12.093333333333334,True
2024-10-21,24,11.83,True
2024-10-22,21,20.221904761904764,True
2024-10-23,24,15.7975,True
2024-10-24,24,18.88416666666667,True
2024-10-25,24,19.73875,True
2024-10-26,24,21.293333333333333,True
2024-10-27,24,23.683333333333334,True
2024-10-28,24,24.53125,True
2024-10-29,24,26.343333333333334,True
2024-10-30,24,24.003333333333334,True
2024-10-31,23,24.326521739130435,True
2024-11-01,24,34.485,True
2024-11-02,24,46.95541666666667,True
2024-11-03,24,46.11333333333334,True
2024-11-04,24,34.047916666666666,True
2024-11-05,24,28.268333333333334,True
2024-11-06,24,26.609166666666667,True
2024-11-07,24,27.19541666666667,True
2024-11-08,24,25.077083333333334,True
2024-11-09,24,22.70125,True
2024-11-10,24,32.080000000000005,True
2024-11-11,24,19.464583333333334,True
2024-11-12,24,17.399166666666666,True
2024-11-13,24,20.818749999999998,True
2024-11-14,24,23.7175,True
2024-11-15,24,21.5925,True
2024-11-16,24,19.960416666666667,True
2024-11-17,24,12.054166666666667,True
2024-11-18,24,10.587916666666667,True
2024-11-19,24,17.995416666666667,True
2024-11-20,24,21.597916666666666,True
2024-11-21,24,17.50125,True
2024-11-22,24,22.626666666666665,True
2024-11-23,24,37.589166666666664,True
2024-11-24,24,17.155833333333334,True
2024-11-25,24,8.843333333333334,True
2024-11-26,24,14.047916666666666,True
2024-11-27,24,20.427083333333332,True
2024-11-28,24,21.102083333333333,True
2024-11-29,24,22.786666666666665,True
2024-11-30,24,23.0725,True
2024-12-01,24,21.98375,True
2024-12-02,24,27.926666666666666,True
2024-12-03,24,18.179166666666667,True
2024-12-04,24,23.159583333333334,True
2024-12-05,23,29.7095652173913,True
2024-12-06,24,33.75833333333333,True
2024-12-07,23,39.92913043478261,True
2024-12-08,24,22.674166666666665,True
2024-12-09,24,32.670833333333334,True
2024-12-10,24,37.59916666666667,True
2024-12-11,24,42.475,True
2024-12-12,24,41.09291666666667,True
2024-12-13,24,19.261666666666667,True
2024-12-14,24,15.790833333333333,True
2024-12-15,24,17.011666666666667,True
2024-12-16,24,19.985416666666666,True
2024-12-17,24,18.977500000000003,True
2024-12-18,24,27.6075,True
2024-12-19,24,29.156666666666666,True
2024-12-20,24,28.753333333333334,True
2024-12-21,24,26.81041666666667,True
2024-12-22,24,22.868333333333336,True
2024-12-23,23,17.68565217391304,True
2024-12-24,24,17.985833333333336,True
2024-12-25,22,19.585,True
2024-12-26,24,19.690833333333334,True
2024-12-27,24,20.612916666666667,True
2024-12-28,24,23.102500000000003,True
2024-12-29,24,12.912083333333333,True
2024-12-30,24,24.19666666666667,True
2024-12-31,24,19.125,True
